Name,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Kornel David,,,NBA,,109,11,14.5,1.8,4.1,.446,0.0,0.0,.000,1.8,4.1,.450,.446,1.3,1.7,.817,1.0,1.8,2.8,0.6,0.4,0.2,0.8,1.6,5.0
Jermareo Davidson,,,NBA,,52,2,8.3,1.3,3.1,.425,0.0,0.0,,1.3,3.1,.425,.425,0.5,0.9,.578,0.6,1.3,1.8,0.3,0.2,0.3,0.4,1.1,3.1
Bob Davies,,,TOT,,462,,31.3,5.0,13.1,.378,,,,,,,,4.4,5.7,.759,2.9,4.9,3.4,14.3,,,NBA,,402
Brandon Davies,,,NBA,,78,6,12.8,1.4,3.4,.411,0.1,0.6,.227,1.3,2.8,.448,.430,0.7,1.2,.644,1.0,1.5,2.5,0.7,0.5,0.2,0.8,1.9,3.7
Anthony Davis,,,NBA,,432,427,34.9,8.9,17.2,.517,0.4,1.1,.314,8.5,16.1,.531,.527,5.5,6.9,.797,2.6,7.9,10.4,2.0,1.4,2.4,1.9,2.4,23.7
Antonio Davis,,,NBA,,903,524,28.9,3.5,7.9,.448,0.0,0.0,.087,3.5,7.9,.449,.448,3.0,4.1,.727,2.6,4.9,7.5,1.1,0.5,1.0,1.5,2.8,10.0
Aubrey Davis,,,BAA,,59,,,1.8,6.5,.281,,,,,,,,1.2,1.9,.635,,0.2,2.3,4.9
Baron Davis,,,NBA,,835,692,34.2,5.9,14.3,.409,1.6,5.0,.320,4.3,9.3,.456,.465,2.8,3.9,.711,0.9,2.9,3.8,7.2,1.8,0.4,2.8,2.8,16.1
Ben Davis,,,NBA,,40,0,3.9,0.5,1.5,.356,0.0,0.0,,0.5,1.5,.356,.356,0.3,0.7,.462,0.8,0.6,1.3,0.1,0.2,0.1,0.2,0.6,1.4
Bill Davis,,,BAA,,47,,,0.7,3.1,.240,,,,,,,,0.3,0.9,.341,,0.2,2.0,1.8
Bob Davis,,,NBA,,9,,4.6,0.7,3.1,.214,,,,,,,,0.4,0.7,.667,0.6,0.2,0.6,1.8
Brad Davis,,,NBA,,961,396,23.2,3.1,6.1,.510,0.3,0.9,.321,2.8,5.2,.542,.534,1.7,2.1,.828,0.3,1.5,1.8,4.9,0.8,0.2,1.4,2.2,8.2
Brian Davis,,,NBA,,68,3,5.5,0.6,1.9,.317,0.0,0.0,.333,0.6,1.8,.317,.321,0.7,1.0,.735,0.3,0.5,0.8,0.3,0.2,0.1,0.3,0.5,1.9
Charles Davis,,,NBA,,415,32,12.2,2.3,5.2,.451,0.0,0.3,.170,2.3,4.9,.466,.455,0.6,0.8,.737,0.9,1.5,2.4,0.7,0.3,0.2,0.8,1.5,5.3
Charlie Davis,,,NBA,,144,,18.4,3.5,8.6,.408,,,,,,,,1.9,2.4,.806,0.3,1.1,1.5,2.2,0.3,0.0,2.4,8.9,
Dale Davis,,,NBA,,1094,863,27.1,3.3,6.2,.530,0.0,0.0,.000,3.3,6.2,.530,.530,1.4,2.5,.562,3.0,4.8,7.9,0.9,0.6,1.2,1.0,2.6,8.0
Deyonta Davis,,,NBA,,98,6,12.1,1.9,3.2,.593,0.0,0.0,,1.9,3.2,.593,.593,0.5,0.8,.640,1.0,2.2,3.2,0.4,0.2,0.6,0.4,1.7,4.3
Dwight Davis,,,NBA,,340,,23.6,3.3,7.9,.423,,,,,,,,2.0,2.7,.730,1.6,4.0,5.9,1.6,0.5,0.6,3.2,8.6,
Ed Davis,,,NBA,,585,95,20.4,2.7,4.8,.566,0.0,0.0,.000,2.7,4.8,.566,.566,1.1,1.9,.579,2.3,4.2,6.6,0.8,0.5,0.9,0.8,2.5,6.6
Emanual Davis,,,NBA,,226,62,17.4,1.8,4.5,.394,0.7,2.0,.352,1.1,2.6,.426,.471,0.6,0.8,.787,0.3,1.6,1.9,1.8,0.7,0.1,1.2,1.5,4.9
Glen Davis,,,NBA,,514,121,21.1,3.1,7.0,.447,0.0,0.1,.182,3.1,6.9,.451,.448,1.7,2.4,.700,1.4,2.9,4.4,0.9,0.7,0.3,1.0,2.4,8.0
Harry Davis,,,NBA,,44,,9.6,1.6,3.8,.436,0.0,0.0,,1.6,3.8,.436,.436,0.7,1.0,.689,0.7,1.0,1.6,0.4,0.3,0.2,0.6,1.7,4.0
Hubert Davis,,,NBA,,685,149,22.1,3.1,6.7,.458,1.1,2.4,.441,2.0,4.3,.468,.537,0.9,1.1,.837,0.3,1.2,1.5,1.7,0.4,0.1,0.9,1.5,8.2
Jim Davis,,,NBA,,597,,16.8,2.5,5.5,.461,,,,,,,,1.6,2.4,.674,1.3,2.4,5.2,1.2,0.6,0.4,2.5,6.7,
Johnny Davis,,,NBA,,750,212,28.3,4.9,11.0,.448,0.1,0.4,.176,4.9,10.8,.454,.450,3.0,3.7,.821,0.7,1.3,2.0,4.5,0.9,0.2,2.1,2.0,12.9
Josh Davis,,,NBA,,67,6,7.4,0.8,2.2,.373,0.3,1.0,.329,0.5,1.2,.413,.450,0.3,0.4,.724,0.7,1.0,1.7,0.3,0.3,0.1,0.3,1.0,2.3
Lee Davis,,,ABA,,453,,17.2,3.3,6.9,.482,0.0,0.1,.189,3.3,6.8,.486,.484,1.1,1.8,.607,1.8,3.0,4.8,1.0,0.4,0.5,0.9,2.4,7.8
Mark Davis,,,NBA,,33,0,7.8,1.5,3.1,.480,0.0,0.3,.100,1.5,2.8,.522,.485,0.8,1.0,.824,0.5,0.6,1.1,0.4,0.4,0.2,0.4,1.2,3.8
Mark Davis,,,NBA,,230,37,16.0,2.1,4.7,.442,0.1,0.5,.246,1.9,4.2,.465,.455,1.2,1.9,.655,1.3,1.8,3.0,1.3,0.9,0.3,1.4,2.1,5.5
Mel Davis,,,NBA,,190,,13.5,2.3,6.0,.376,,,,,,,,0.8,1.1,.709,1.2,3.1,4.3,0.9,0.3,0.1,1.7,5.3,
Mickey Davis,,,TOT,,309,,12.4,2.0,4.3,.455,0.0,0.1,.000,2.0,4.3,.456,.455,1.1,1.3,.835,0.9,1.8,2.7,1.0,0.4,0.1,0.7,1.2,5.0
Mike Davis,,,TOT,,242,,20.0,3.9,9.1,.424,0.2,0.6,.261,3.8,9.0,.426,.425,2.4,3.1,.765,0.6,0.5,2.1,1.7,,,0.9,2.8,10.1
Mike Davis,,,NBA,,8,0,3.5,0.5,1.3,.400,0.0,0.0,,0.5,1.3,.400,.400,0.8,1.3,.600,0.4,0.9,1.3,0.0,0.0,0.5,0.0,0.5,1.8
Monti Davis,,,NBA,,2,,5.0,0.5,2.5,.200,0.0,0.0,,0.5,2.5,.200,.200,0.5,2.5,.200,1.0,1.0,2.0,0.0,0.0,0.5,0.0,0.0,1.5
Paul Davis,,,NBA,,82,2,8.6,1.1,2.7,.402,0.0,0.0,.000,1.1,2.7,.404,.402,0.5,0.7,.732,0.9,1.0,1.9,0.4,0.3,0.2,0.4,1.3,2.6
Ralph Davis,,,NBA,,150,,21.3,3.6,8.9,.409,,,,,,,,0.7,1.0,.677,1.7,2.8,2.1,8.0,,,,,
Red Davis,,,NBA,,3,,5.3,0.0,2.0,.000,,,,,,,,0.7,0.7,1.000,1.3,0.3,0.7,0.7
Ricky Davis,,,NBA,,736,344,29.8,5.1,11.4,.446,0.8,2.2,.361,4.3,9.2,.466,.480,2.5,3.2,.781,0.8,2.7,3.5,3.3,1.0,0.3,2.2,1.9,13.5
Ron Davis,,,NBA,,78,0,12.2,2.0,4.8,.420,0.0,0.1,.250,2.0,4.7,.423,.422,1.3,2.3,.571,0.7,1.1,1.8,0.7,0.6,0.1,0.9,1.5,5.3
Terry Davis,,,NBA,,480,275,21.6,2.5,5.3,.472,0.0,0.0,.158,2.5,5.3,.475,.473,1.4,2.3,.605,2.3,3.7,6.0,0.6,0.4,0.3,1.1,2.5,6.4
Tyler Davis,,,NBA,,1,0,1.0,0.0,1.0,.000,0.0,0.0,,0.0,1.0,.000,.000,0.0,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Walt Davis,,,NBA,,325,,16.4,1.9,5.1,.377,,,,,,,,1.0,1.4,.695,4.3,0.7,2.8,4.8,,,,,
Walter Davis,,,NBA,,1033,373,27.9,7.9,15.4,.511,0.2,0.7,.272,7.7,14.8,.521,.516,3.0,3.6,.851,0.9,2.1,3.0,3.8,1.2,0.1,2.5,2.4,18.9
Warren Davis,,,ABA,,447,,29.3,4.5,9.4,.480,0.0,0.0,.125,4.5,9.4,.481,.480,3.1,4.5,.691,3.1,6.1,9.2,2.1,,,2.4,3.4,12.2
Willie Davis,,,ABA,,8,,3.6,0.9,1.9,.467,0.0,0.0,,0.9,1.9,.467,.467,0.5,1.0,.500,0.9,0.8,1.6,0.3,0.4,1.3,2.3
Andre Dawkins,,,NBA,,4,0,5.5,0.3,1.5,.167,0.3,1.5,.167,0.0,0.0,,.250,0.0,0.0,,0.0,0.5,0.5,0.3,0.0,0.0,0.3,0.8,0.8
Darryl Dawkins,,,NBA,,726,232,23.7,4.8,8.4,.572,0.0,0.0,.133,4.8,8.4,.573,.572,2.4,3.6,.685,1.5,4.6,6.1,1.3,0.5,1.4,2.6,3.8,12.0
Johnny Dawkins,,,NBA,,541,303,27.5,4.4,9.6,.456,0.3,1.0,.330,4.0,8.6,.471,.474,2.0,2.3,.857,0.6,1.9,2.5,5.5,1.1,0.1,2.0,1.5,11.1
Paul Dawkins,,,NBA,,57,,13.6,2.5,5.3,.470,0.0,0.1,.200,2.5,5.2,.475,.472,0.6,0.8,.688,0.7,1.5,2.2,1.4,0.6,0.2,1.3,2.0,5.5
Branden Dawson,,,NBA,,6,0,4.8,0.3,0.8,.400,0.0,0.0,,0.3,0.8,.400,.400,0.2,0.2,1.000,0.3,0.3,0.7,0.0,0.0,0.2,0.0,0.3,0.8
Eric Dawson,,,NBA,,4,0,9.8,1.8,3.0,.583,0.0,0.0,,1.8,3.0,.583,.583,0.3,0.5,.500,1.3,1.3,2.5,0.0,0.3,0.5,0.8,1.5,3.8
Jimmy Dawson,,,ABA,,21,,13.7,2.2,6.3,.346,0.0,0.3,.143,2.1,6.0,.357,.350,1.2,2.0,.581,,,1.0,1.5,0.8,0.8,5.6
Tony Dawson,,,NBA,,6,0,5.0,1.2,2.5,.467,0.3,0.7,.500,0.8,1.8,.455,.533,0.2,0.2,1.000,0.3,0.5,0.8,0.2,0.0,0.0,0.5,0.7,2.8
Todd Day,,,NBA,,483,197,25.3,4.2,10.4,.406,1.2,3.4,.345,3.0,7.0,.435,.462,2.6,3.6,.739,1.2,2.2,3.4,1.5,1.1,0.6,1.5,2.8,12.3
Austin Daye,,,NBA,,293,29,14.1,1.9,4.8,.402,0.6,1.8,.351,1.3,3.0,.433,.469,0.7,0.9,.778,0.5,2.1,2.6,0.7,0.4,0.4,0.7,1.6,5.2
Darren Daye,,,NBA,,328,22,15.9,2.6,5.3,.491,0.0,0.1,.118,2.6,5.2,.494,.491,1.6,2.4,.681,1.0,1.6,2.6,2.0,0.6,0.2,1.3,1.9,6.8
Nando De Colo,,,NBA,,119,9,11.9,1.4,3.3,.429,0.4,1.1,.363,1.0,2.2,.463,.491,0.6,0.7,.835,0.3,1.5,1.8,1.7,0.5,0.1,1.0,1.1,3.8
Greg Deane,,,NBA,,7,,6.9,0.3,1.6,.182,0.1,0.1,1.000,0.1,1.4,.100,.227,0.7,1.0,.714,0.3,0.6,0.9,0.9,0.0,0.0,0.4,0.4,1.4
Billy DeAngelis,,,ABA,,8,,5.9,0.4,0.8,.500,0.0,0.0,,0.4,0.8,.500,.500,0.5,0.8,.667,0.3,0.5,0.8,1.0,0.6,2.0,1.3
Dave DeBusschere,,,NBA,,875,,35.7,6.5,15.1,.432,,,,,,,,3.0,4.3,.699,1.9,8.8,11.0,2.9,0.9,0.5,3.2,16.1,
Andrew DeClercq,,,NBA,,587,253,16.8,1.9,3.8,.507,0.0,0.0,.000,1.9,3.8,.507,.507,1.0,1.6,.621,1.7,2.5,4.2,0.6,0.7,0.5,0.9,3.0,4.8
Dewayne Dedmon,,,NBA,,305,132,17.1,2.3,4.2,.540,0.2,0.6,.328,2.1,3.6,.576,.564,0.9,1.2,.707,1.6,4.2,5.8,0.6,0.5,0.8,0.9,2.4,5.6
Don Dee,,,ABA,,58,,17.1,2.4,6.7,.357,0.0,0.0,.000,2.4,6.7,.358,.357,1.0,1.3,.747,1.8,3.2,5.0,0.6,1.2,3.1,5.7
Archie Dees,,,NBA,,190,,16.3,3.0,7.5,.402,,,,,,,,2.1,2.6,.794,4.8,0.7,2.0,8.1,,,,,
Terry Dehere,,,NBA,,402,65,18.2,2.7,6.5,.411,0.8,2.2,.378,1.9,4.4,.427,.473,1.8,2.4,.779,0.4,1.1,1.5,2.6,0.5,0.1,1.5,2.1,8.0
Red Dehnert,,,BAA,,10,,,0.6,1.5,.400,,,,,,,,0.2,0.6,.333,,0.0,0.8,1.4
Bryce Dejean-Jones,,,NBA,,14,11,19.9,2.0,4.9,.406,0.9,2.3,.375,1.1,2.6,.432,.493,0.8,1.5,.524,0.6,2.9,3.4,1.1,0.7,0.1,0.8,1.2,5.6
Sam Dekker,,,NBA,,162,8,15.3,2.2,4.5,.480,0.5,1.6,.288,1.7,2.9,.584,.531,0.5,0.8,.619,0.9,2.1,3.0,0.8,0.5,0.2,0.5,1.0,5.3
Vinny Del Negro,,,NBA,,771,370,24.9,3.7,7.8,.475,0.3,0.9,.359,3.4,6.9,.489,.495,1.4,1.7,.840,0.4,2.0,2.3,3.2,0.7,0.1,1.1,1.9,9.1
Malcolm Delaney,,,NBA,,127,5,17.8,2.0,5.3,.377,0.6,1.8,.308,1.4,3.5,.415,.431,1.2,1.5,.805,0.1,1.6,1.8,2.8,0.6,0.1,1.3,1.5,5.7
Bison Dele,,,NBA,,413,204,24.2,4.5,8.5,.528,0.0,0.0,.143,4.5,8.4,.529,.528,2.0,2.9,.691,2.1,4.1,6.2,1.1,0.8,0.9,2.0,3.1,11.0
Carlos Delfino,,,NBA,,507,170,22.8,2.9,7.2,.401,1.3,3.7,.365,1.6,3.6,.438,.494,1.0,1.3,.758,0.6,3.0,3.6,1.7,0.9,0.2,1.0,1.6,8.1
Tony Delk,,,NBA,,545,103,21.5,3.4,8.4,.408,0.9,2.5,.343,2.6,5.9,.436,.459,1.4,1.8,.769,0.6,1.8,2.5,1.9,0.8,0.1,1.1,1.6,9.1
Matthew Dellavedova,,,NBA,,341,88,21.4,2.1,5.3,.390,1.0,2.5,.387,1.1,2.8,.392,.482,0.7,0.8,.842,0.4,1.5,1.9,3.7,0.5,0.0,1.3,2.0,5.8
Nate DeLong,,,NBA,,17,,7.8,1.2,2.5,.476,,,,,,,,1.4,2.1,.686,1.8,0.8,2.8,3.8
Fennis Dembo,,,NBA,,31,0,2.4,0.5,1.4,.333,0.0,0.1,.000,0.5,1.2,.368,.333,0.3,0.3,.800,0.3,0.5,0.7,0.2,0.0,0.0,0.2,0.5,1.2
Larry Demic,,,NBA,,206,0,15.5,1.9,4.2,.459,0.0,0.0,.000,1.9,4.2,.461,.459,0.9,1.5,.580,1.6,2.3,3.9,0.5,0.3,0.2,1.2,2.5,4.7
Dell Demps,,,NBA,,20,0,5.4,1.1,2.1,.500,0.1,0.2,.333,1.0,2.0,.513,.512,0.8,1.1,.762,0.1,0.4,0.5,0.5,0.3,0.1,0.7,0.6,3.0
George Dempsey,,,NBA,,315,,18.2,1.9,4.6,.407,,,,,,,,1.2,1.9,.661,3.6,2.3,1.9,5.0,,,,,
Luol Deng,,,NBA,,883,826,34.6,5.7,12.6,.455,0.7,2.2,.331,5.0,10.4,.481,.484,2.7,3.6,.770,1.6,4.5,6.1,2.3,1.0,0.5,1.6,1.7,15.0
Kenny Dennard,,,NBA,,95,3,13.1,1.1,2.7,.429,0.0,0.1,.300,1.1,2.6,.434,.435,0.5,0.8,.644,1.1,1.9,3.0,1.0,0.8,0.2,0.7,2.0,2.8
Blaine Denning,,,NBA,,1,,9.0,2.0,5.0,.400,,,,,,,,1.0,1.0,1.000,4.0,0.0,3.0,5.0
Justin Dentmon,,,NBA,,8,0,11.9,1.3,3.8,.333,0.3,1.8,.143,1.0,2.0,.500,.367,0.5,0.8,.667,0.0,1.0,1.0,1.3,0.3,0.0,0.9,1.3,3.3
Randy Denton,,,TOT,,413,,24.7,4.9,10.4,.473,0.0,0.0,.214,4.9,10.4,.474,.473,1.6,2.1,.779,2.9,5.7,8.6,1.3,0.5,0.5,1.6,2.6,11.5
Joe DePre,,,ABA,,119,,19.2,2.8,5.8,.477,0.0,0.1,.200,2.8,5.7,.481,.478,1.4,1.9,.735,0.6,1.3,1.9,1.6,,1.7,2.9,7.0
Rod Derline,,,NBA,,107,,9.4,2.0,4.8,.419,,,,,,,,0.8,1.0,.786,0.2,0.6,0.8,0.7,0.3,0.0,0.6,4.8
DeMar DeRozan,,,NBA,,700,688,34.1,7.1,15.7,.449,0.5,1.7,.285,6.6,14.1,.469,.464,5.3,6.3,.829,0.8,3.4,4.1,3.2,1.0,0.3,2.0,2.2,19.9
Marcus Derrickson,,,NBA,,4,0,4.8,0.5,1.5,.333,0.3,0.8,.333,0.3,0.8,.333,.417,0.0,0.0,,0.0,0.5,0.5,0.0,0.0,0.0,0.5,1.3,1.3
Dave Deutsch,,,NBA,,19,,4.9,0.3,1.9,.167,,,,,,,,0.5,1.1,.450,1.1,0.8,0.9,1.1
Corky Devlin,,,NBA,,210,,19.2,2.7,7.3,.366,,,,,,,,1.8,2.4,.742,2.1,2.1,1.6,7.1,,,,,
Hank DeZonie,,,NBA,,5,,,1.2,5.0,.240,,,,,,,,1.0,1.4,.714,3.6,1.8,1.2,3.4
Derrick Dial,,,NBA,,82,0,8.4,1.3,3.4,.372,0.1,0.5,.190,1.2,2.9,.404,.386,0.5,0.7,.672,0.5,1.1,1.6,0.8,0.3,0.1,0.4,0.6,3.1
Cheick Diallo,,,NBA,,88,0,10.9,1.9,3.5,.547,0.0,0.0,.000,1.9,3.5,.549,.547,0.9,1.2,.757,1.0,3.0,4.0,0.3,0.3,0.5,0.5,1.4,4.8
Hamidou Diallo,,,NBA,,17,2,14.0,2.3,4.9,.464,0.2,0.9,.267,2.1,4.1,.507,.488,1.1,1.6,.704,1.2,1.5,2.7,0.5,0.8,0.2,0.5,1.8,5.9
Boris Diaw,,,NBA,,1064,564,27.0,3.6,7.2,.493,0.4,1.3,.336,3.1,5.9,.529,.524,1.0,1.4,.717,1.2,3.2,4.4,3.5,0.6,0.5,1.8,2.1,8.6
Yakhouba Diawara,,,NBA,,187,56,14.0,1.2,3.5,.357,0.7,2.2,.301,0.6,1.3,.448,.450,0.4,0.6,.650,0.4,1.0,1.4,0.7,0.3,0.1,0.4,1.5,3.5
Guillermo Diaz,,,NBA,,6,0,3.0,0.2,0.7,.250,0.0,0.2,.000,0.2,0.5,.333,.250,0.5,0.8,.600,0.3,0.0,0.3,0.2,0.0,0.0,0.0,0.0,0.8
Dan Dickau,,,NBA,,300,57,15.4,2.0,5.1,.401,0.6,1.8,.341,1.4,3.3,.432,.460,1.2,1.4,.831,0.3,1.1,1.4,2.5,0.5,0.0,1.1,1.7,5.8
Kaniel Dickens,,,NBA,,19,0,4.5,0.4,1.1,.400,0.2,0.5,.333,0.3,0.6,.455,.475,0.2,0.2,.750,0.3,0.4,0.6,0.1,0.1,0.1,0.2,0.5,1.2
Henry Dickerson,,,NBA,,23,,7.6,0.7,1.8,.366,,,,,,,,0.7,1.0,.625,0.1,0.1,0.2,0.8,0.1,0.0,1.3,2.0,
Michael Dickerson,,,NBA,,212,206,35.3,5.8,13.3,.432,1.4,3.4,.402,4.4,9.9,.442,.483,2.5,3.2,.784,0.8,2.0,2.9,2.6,1.0,0.4,1.9,2.6,15.4
Clyde Dickey,,,ABA,,58,,8.1,1.2,3.5,.350,0.0,0.3,.133,1.2,3.2,.367,.355,0.3,0.4,.762,0.2,0.8,1.1,0.8,0.2,0.0,0.8,0.8,2.8
Derrek Dickey,,,NBA,,321,,16.7,2.7,5.7,.470,,,,,,,,0.8,1.1,.745,1.8,3.2,4.9,1.1,0.4,0.2,0.9,1.9,6.1
Dick Dickey,,,NBA,,45,,9.8,0.9,3.0,.294,,,,,,,,1.0,1.5,.681,1.8,1.1,1.8,2.8
John Dickson,,,ABA,,21,,4.8,0.7,1.9,.359,0.0,0.0,,0.7,1.9,.359,.359,0.4,0.6,.615,,,1.6,0.1,0.5,0.5,1.7
Travis Diener,,,NBA,,179,21,14.9,1.7,4.3,.388,0.9,2.6,.353,0.7,1.7,.442,.495,0.5,0.6,.847,0.2,1.1,1.4,2.4,0.4,0.1,0.6,1.1,4.8
Gorgui Dieng,,,NBA,,401,185,23.8,3.1,6.2,.504,0.1,0.4,.313,3.0,5.8,.516,.513,1.7,2.2,.786,2.0,4.5,6.5,1.4,0.8,1.0,1.3,2.4,8.1
Connie Dierking,,,NBA,,706,,21.9,4.1,9.7,.417,,,,,,,,1.9,2.8,.697,6.7,1.5,2.9,10.0,,,,,
Coby Dietrick,,,TOT,,842,0,19.3,2.6,5.5,.462,0.0,0.1,.194,2.5,5.5,.464,.463,1.0,1.3,.735,1.4,3.1,4.5,2.1,0.9,0.6,1.3,2.8,6.1
Ernie DiGregorio,,,NBA,,312,,25.2,4.1,9.8,.415,,,,,,,,1.5,1.6,.902,0.4,1.5,2.0,5.1,0.6,0.0,1.8,2.1,9.6
Craig Dill,,,ABA,,65,,20.8,2.9,7.5,.383,0.0,0.0,.000,2.9,7.5,.386,.383,1.1,1.6,.670,,,5.8,0.5,1.0,2.5,6.8
Dwaine Dillard,,,ABA,,3,,6.3,0.3,1.0,.333,0.0,0.0,,0.3,1.0,.333,.333,0.7,0.7,1.000,0.7,2.3,3.0,0.7,0.7,0.7,1.7,2.3,1.3
Mickey Dillard,,,NBA,,33,0,6.7,0.9,2.4,.367,0.0,0.1,.000,0.9,2.3,.387,.367,0.5,0.7,.652,0.2,0.3,0.5,1.0,0.2,0.1,0.5,1.2,2.2
Bob Dille,,,BAA,,57,,,1.9,9.9,.197,,,,,,,,1.3,1.9,.667,,0.7,1.6,5.2
Hook Dillon,,,NBA,,22,,,0.5,2.5,.182,,,,,,,,0.7,1.0,.727,,0.2,0.9,1.6
Byron Dinkins,,,NBA,,45,0,11.4,1.3,3.2,.406,0.0,0.2,.111,1.3,3.0,.425,.409,0.8,0.9,.872,0.3,0.9,1.2,2.1,0.5,0.0,1.1,1.0,3.4
Jackie Dinkins,,,NBA,,18,,4.9,0.9,2.3,.415,,,,,,,,0.6,1.1,.550,1.1,0.4,0.6,2.5
Harry Dinnel,,,ABA,,11,,7.9,0.5,1.7,.316,0.0,0.0,,0.5,1.7,.316,.316,0.6,0.7,.875,,,2.1,0.5,0.7,1.3,1.7
Bill Dinwiddie,,,NBA,,220,,12.5,1.8,5.0,.369,,,,,,,,0.8,1.2,.610,3.3,0.6,1.7,4.4,,,,,
Spencer Dinwiddie,,,NBA,,211,80,23.7,3.2,7.9,.401,1.2,3.6,.324,2.0,4.3,.465,.474,2.2,2.8,.793,0.4,2.2,2.6,4.5,0.7,0.3,1.4,2.2,9.7
Ike Diogu,,,NBA,,225,18,12.4,2.2,4.3,.509,0.0,0.0,.500,2.2,4.2,.509,.510,1.6,2.1,.786,1.2,1.8,3.1,0.3,0.2,0.3,0.9,1.9,6.0
DeSagana Diop,,,NBA,,601,93,14.0,0.8,2.0,.427,0.0,0.0,.167,0.8,1.9,.429,.428,0.3,0.6,.467,1.4,2.3,3.7,0.4,0.4,1.0,0.6,2.0,2.0
Terry Dischinger,,,NBA,,652,,27.4,5.3,10.5,.506,,,,,,,,3.2,4.2,.758,5.6,1.8,3.2,13.8,,,,,
Fred Diute,,,NBA,,7,,10.3,0.3,3.0,.095,,,,,,,,1.0,1.7,.583,1.9,0.6,1.7,1.6
Vlade Divac,,,NBA,,1134,979,29.8,4.6,9.3,.495,0.1,0.4,.235,4.5,8.9,.506,.500,2.5,3.7,.692,2.5,5.7,8.2,3.1,1.1,1.4,2.2,3.2,11.8
Donte DiVincenzo,,,NBA,,18,0,17.1,2.1,5.2,.409,0.9,3.4,.262,1.2,1.8,.688,.495,0.5,0.6,.818,0.6,2.1,2.7,1.4,0.5,0.1,0.8,1.6,5.6
Juan Dixon,,,NBA,,436,77,19.5,3.2,7.8,.413,0.8,2.2,.341,2.5,5.6,.442,.461,1.3,1.5,.833,0.4,1.5,1.9,1.8,0.8,0.1,1.3,1.7,8.4
Aleksandar Djordjevic,,,NBA,,8,0,7.6,1.0,2.0,.500,0.6,0.9,.714,0.4,1.1,.333,.656,0.5,0.6,.800,0.1,0.5,0.6,0.6,0.0,0.0,0.6,0.4,3.1
Earl Dodd,,,NBA,,9,,,0.7,3.0,.222,,,,,,,,0.3,0.6,.600,,0.7,1.4,1.7
Michael Doleac,,,NBA,,587,84,15.0,2.1,4.8,.439,0.0,0.0,.125,2.1,4.8,.440,.439,0.7,0.8,.791,1.0,2.3,3.3,0.6,0.3,0.4,0.6,2.2,4.9
Joe Dolhon,,,NBA,,77,,,2.1,6.7,.311,,,,,,,,2.3,3.1,.734,1.4,2.3,2.9,6.4
Bob Doll,,,TOT,,196,,,3.2,11.3,.286,,,,,,,,2.0,3.0,.662,,1.4,2.6,8.4,,,BAA,,149
James Donaldson,,,NBA,,957,659,27.4,3.2,5.7,.571,0.0,0.0,,3.2,5.7,.571,.571,2.1,2.8,.732,2.2,5.7,7.8,0.8,0.4,1.3,1.5,2.1,8.6
Luka Doncic,,,NBA,,22,22,32.6,6.2,14.2,.438,2.3,6.0,.382,4.0,8.3,.478,.518,3.4,4.3,.787,1.0,5.5,6.5,4.3,1.0,0.4,3.6,2.1,18.1
Bob Donham,,,NBA,,273,,23.7,2.4,5.1,.480,,,,,,,,1.8,3.6,.507,3.9,2.6,3.1,6.7
Billy Donovan,,,NBA,,44,0,8.3,1.0,2.5,.404,0.0,0.2,.000,1.0,2.3,.431,.404,0.4,0.5,.810,0.1,0.5,0.6,2.0,0.4,0.0,1.0,0.8,2.4
Harry Donovan,,,NBA,,45,,,2.0,6.1,.327,,,,,,,,1.6,2.4,.689,,0.8,2.4,5.6
Keyon Dooling,,,NBA,,728,86,19.4,2.5,6.0,.416,0.6,1.8,.349,1.9,4.2,.443,.467,1.4,1.7,.799,0.2,1.1,1.3,2.2,0.6,0.1,1.1,1.7,7.0
Jacky Dorsey,,,NBA,,60,,7.5,0.9,2.4,.389,0.0,0.0,,0.9,2.4,.389,.389,0.5,1.0,.544,0.8,1.6,2.4,0.3,0.2,0.1,0.5,1.5,2.4
Joey Dorsey,,,NBA,,130,26,11.4,1.1,2.0,.534,0.0,0.0,.000,1.1,2.0,.536,.534,0.5,1.2,.375,1.5,2.4,3.9,0.4,0.5,0.3,0.7,2.0,2.6
Ron Dorsey,,,ABA,,1,,12.0,2.0,8.0,.250,0.0,1.0,.000,2.0,7.0,.286,.250,0.0,2.0,.000,2.0,3.0,5.0,0.0,,1.0,2.0,4.0
Tyler Dorsey,,,NBA,,68,5,16.2,2.4,6.3,.376,1.1,3.2,.349,1.3,3.1,.404,.464,0.8,1.2,.675,0.3,1.9,2.2,1.3,0.3,0.1,0.6,1.0,6.6
Damyean Dotson,,,NBA,,64,11,15.7,2.5,5.6,.452,0.9,2.4,.353,1.7,3.1,.530,.529,0.5,0.7,.727,0.4,2.3,2.7,0.8,0.5,0.1,0.5,1.1,6.4
Quincy Douby,,,NBA,,143,0,10.7,1.6,4.0,.389,0.5,1.5,.312,1.1,2.5,.436,.448,0.5,0.6,.884,0.2,0.8,1.1,0.7,0.3,0.1,0.6,0.9,4.1
